#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2020-07-08T01:09:27 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5f04f1192611	
#INFO	-out.max=99999	
#INFO	queryParameters=29	
#-oc.form=dec
#-out.max=99999
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-order=I
#-out.src=II/246/out
#-nav=cat:II/246&tab:{II/246/out}&key:source=II/246&key:c=220.54852980992 11.96488163122&pos:220.54852980992 11.96488163122( 5.142666666666666 deg J2000)&HTTPPRM:&&-ref=VIZ5f04f1192611&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&-c=220.54852980992 11.96488163122&-c.eq=J2000&-c.r=2.5713&-c.u=deg&-c.geom=b&-order=I&-out=RAJ2000&-out=DEJ2000&-out=2MASS&-out=Jmag&-out=e_Jmag&-out=Hmag&-out=e_Hmag&-out=Kmag&-out=e_Kmag&-out=Qflg&-out=Rflg&-out=Bflg&-out=Cflg&-out=Xflg&-out=Aflg&-ignore=Opt=*&Opt=Opt&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=II/246/out
#-c=220.54852980992 11.96488163122
#-c.eq=J2000
#-c.r=2.5713
#-c.u=deg
#-c.geom=b
#-source=II/246/out
#-out=RAJ2000
#-out=DEJ2000
#-out=2MASS
#-out=Jmag
#-out=e_Jmag
#-out=Hmag
#-out=e_Hmag
#-out=Kmag
#-out=e_Kmag
#-out=Qflg
#-out=Rflg
#-out=Bflg
#-out=Cflg
#-out=Xflg
#-out=Aflg
#
#INFO	-c=220.548530+11.964882,bd=2.571300/2.5713	
#Constraint -bmark=POST

#RESOURCE=yCat_2246
#Name: II/246
#Title: 2MASS All-Sky Catalog of Point Sources (Cutri+ 2003)
#Table	II_246_out:
#Name: II/246/out
#Title: 2MASS Point Source Catalogue, output (on a total of 470,992,970 sources)
#Column	_r	(F8.6)	Distance from center (220.548530+11.964882)[FK5/J2000]	[ucd=pos.angDistance]
#Column	_RAJ2000	(F12.8)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F12.8)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	RAJ2000	(F10.6)	(ra) Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	(dec) Declination (J2000) (dec)	[ucd=pos.eq.dec;meta.main]
#Column	2MASS	(a17)	(designation) Source designation (1)	[ucd=meta.id;meta.main]
#Column	Jmag	(F6.3)	?(j_m) J selected default magnitude (2)	[ucd=phot.mag;em.IR.J]
#Column	e_Jmag	(F6.3)	?(j_msigcom) J total magnitude uncertainty (4)	[ucd=stat.error;phot.mag;em.IR.J]
#Column	Hmag	(F6.3)	?(h_m) H selected default magnitude (2)	[ucd=phot.mag;em.IR.H]
#Column	e_Hmag	(F6.3)	?(h_msigcom) H total magnitude uncertainty (4)	[ucd=stat.error;phot.mag;em.IR.H]
#Column	Kmag	(F6.3)	?(k_m) K selected default magnitude (2)	[ucd=phot.mag;em.IR.K]
#Column	e_Kmag	(F6.3)	?(k_msigcom) K total magnitude uncertainty (4)	[ucd=stat.error;phot.mag;em.IR.K]
#Column	Qflg	(A3)	(ph_qual) JHK Photometric quality flag (5)	[ucd=meta.code.qual;phot]
#Column	Rflg	(A3)	(rd_flg) Source of JHK default mag (6)	[ucd=meta.ref]
#Column	Bflg	(A3)	(bl_flg) JHK components fit to source (7)	[ucd=meta.code]
#Column	Cflg	(A3)	(cc_flg) Artifact contamination, confusion (8)	[ucd=meta.code]
#Column	Xflg	(I1)	[0,2] (gal_contam) Extended source contamination (10)	[ucd=meta.code]
#Column	Aflg	(I1)	[0,1] (mp_flg) Association with asteroid or comet (11)	[ucd=meta.code]
_r	_RAJ2000	_DEJ2000	RAJ2000	DEJ2000	2MASS	Jmag	e_Jmag	Hmag	e_Hmag	Kmag	e_Kmag	Qflg	Rflg	Bflg	Cflg	Xflg	Aflg
0.140994	220.42666000	+11.88963900	220.426660	+11.889639	14414239+1153227 	12.460	 0.023	12.073	 0.032	11.988	 0.025	AAA	222	111	000	0	0
0.141222	220.57142800	+12.10431700	220.571428	+12.104317	14421714+1206155 	13.740	 0.024	13.395	 0.028	13.334	 0.037	AAA	222	111	000	0	0
0.142173	220.44874100	+11.86153900	220.448741	+11.861539	14414769+1151415 	15.094	 0.056	14.685	 0.070	14.616	 0.122	AAB	222	111	000	0	0
0.142265	220.60000100	+11.83183000	220.600001	+11.831830	14422400+1149545 	12.861	 0.023	12.529	 0.028	12.544	 0.029	AAA	222	111	000	0	0
0.142912	220.58374500	+12.10358100	220.583745	+12.103581	14422009+1206128 	14.336	 0.039	14.056	 0.056	13.927	 0.080	AAA	222	111	000	0	0
0.143276	220.51498100	+12.10435000	220.514981	+12.104350	14420359+1206156 	13.783	 0.028	13.348	 0.033	13.322	 0.045	AAA	222	111	000	0	0
0.144210	220.52397600	+12.10707800	220.523976	+12.107078	14420575+1206254 	16.139	 0.097	15.457	 0.119	14.692	 0.109	ABB	222	111	000	0	0
0.145080	220.46011700	+11.84841600	220.460117	+11.848416	14415042+1150542 	12.829	 0.030	12.540	 0.031	12.458	 0.035	AAA	222	111	000	0	0
0.145717	220.41063800	+11.90981100	220.410638	+11.909811	14413855+1154353 	16.573	 0.141	15.762	 0.145	15.538	 0.181	BBC	222	111	000	0	0
0.146252	220.46301300	+11.84493300	220.463013	+11.844933	14415112+1150417 	16.392	 0.142	15.078	      	15.346	      	BUU	200	100	000	0	0
0.146444	220.46066000	+11.84633500	220.460660	+11.846335	14415055+1150468 	14.625	 0.044	14.078	 0.063	13.819	 0.071	AAA	222	111	000	0	0
0.147523	220.59441400	+11.82435700	220.594414	+11.824357	14422265+1149276 	15.198	 0.060	14.759	 0.073	14.691	 0.129	AAB	222	111	000	0	0
0.148161	220.48102200	+12.09751800	220.481022	+12.097518	14415544+1205510 	14.895	 0.040	14.252	 0.042	13.793	 0.064	AAA	222	111	000	0	0
0.148334	220.40264000	+11.92449900	220.402640	+11.924499	14413663+1155281 	16.567	 0.138	15.927	 0.192	15.383	 0.177	BCC	222	111	000	0	0
0.148737	220.64841100	+12.07703900	220.648411	+12.077039	14423561+1204373 	13.914	 0.028	13.608	 0.032	13.539	 0.043	AAA	222	111	000	0	0
0.149228	220.69297200	+12.01289800	220.692972	+12.012898	14424631+1200464 	16.792	 0.160	16.170	 0.213	15.935	      	CCU	220	110	000	0	0
0.150187	220.41795400	+11.88592500	220.417954	+11.885925	14414030+1153093 	16.075	 0.101	15.549	 0.129	15.376	 0.152	ABB	222	111	000	0	0
0.150884	220.69383300	+12.01552000	220.693833	+12.015520	14424651+1200558 	17.061	 0.195	16.119	 0.208	15.255	 0.174	CCC	222	111	000	0	0
0.151746	220.70300300	+11.95112300	220.703003	+11.951123	14424872+1157040 	14.425	 0.035	14.132	 0.047	14.213	 0.083	AAA	222	111	000	0	0
0.153527	220.50522500	+11.81731900	220.505225	+11.817319	14420125+1149023 	16.106	 0.107	15.679	 0.166	15.271	 0.231	BCD	222	111	000	0	0
0.153803	220.62355300	+11.82972900	220.623553	+11.829729	14422965+1149470 	15.259	 0.051	14.712	 0.080	14.527	 0.121	AAB	222	111	000	0	0
0.154869	220.47578900	+12.10244300	220.475789	+12.102443	14415418+1206087 	15.929	 0.093	15.228	 0.093	14.917	 0.147	AAB	222	111	000	0	0
0.155234	220.70411700	+11.99542900	220.704117	+11.995429	14424898+1159435 	16.596	 0.196	15.567	 0.175	15.041	 0.178	CCC	222	111	000	0	0
0.155932	220.53993100	+11.80917700	220.539931	+11.809177	14420958+1148330 	14.131	 0.033	13.454	 0.028	13.281	 0.051	AAA	222	111	000	0	0
0.155985	220.70588400	+11.93972600	220.705884	+11.939726	14424941+1156230 	16.526	 0.169	15.640	 0.164	15.217	 0.212	CCC	222	111	000	0	0
0.155989	220.46995200	+11.82915900	220.469952	+11.829159	14415278+1149449 	15.230	 0.056	14.872	 0.075	15.004	 0.166	AAC	222	111	000	0	0
0.156069	220.70090100	+12.01116700	220.700901	+12.011167	14424821+1200402 	15.191	 0.071	14.463	 0.079	13.797	 0.067	AAA	222	111	000	0	0
0.156130	220.42219600	+11.86950400	220.422196	+11.869504	14414132+1152102 	14.624	 0.042	14.260	 0.052	14.011	 0.073	AAA	222	111	000	0	0
0.156190	220.50389900	+11.81492200	220.503899	+11.814922	14420093+1148537 	15.217	 0.061	14.914	 0.086	14.713	 0.128	AAB	222	111	000	0	0
0.157141	220.44471100	+11.84499100	220.444711	+11.844991	14414673+1150419 	17.231	      	15.604	 0.188	15.479	      	UCU	020	010	000	0	0
0.159911	220.44900600	+12.09175500	220.449006	+12.091755	14414776+1205303 	16.323	 0.108	16.190	 0.244	16.105	      	BDU	220	110	000	0	0
0.160711	220.40200100	+12.03758300	220.402001	+12.037583	14413648+1202152 	15.525	 0.057	14.933	 0.083	14.688	 0.084	AAA	222	111	000	0	0
0.161185	220.45874300	+12.10004600	220.458743	+12.100046	14415009+1206001 	14.656	 0.045	14.268	 0.060	14.119	 0.078	AAA	222	111	000	0	0
0.161500	220.38519200	+11.98837000	220.385192	+11.988370	14413244+1159181 	13.862	 0.032	13.123	 0.031	12.980	 0.031	AAA	222	111	000	0	0
0.161677	220.57850000	+12.12388000	220.578500	+12.123880	14421884+1207259 	10.543	 0.021	10.052	 0.020	10.014	 0.019	AAA	222	111	000	0	0
0.161795	220.44870200	+12.09389700	220.448702	+12.093897	14414768+1205380 	16.628	 0.168	15.483	      	15.193	      	CUU	200	100	s00	0	0
0.162939	220.50458500	+12.12205000	220.504585	+12.122050	14420110+1207193 	16.024	 0.097	15.764	 0.211	15.418	 0.230	ACD	222	111	000	0	0
0.163574	220.57453800	+11.80330000	220.574538	+11.803300	14421788+1148118 	13.188	 0.024	12.746	 0.026	12.638	 0.037	AAA	222	111	000	0	0
0.164081	220.43090800	+12.08187800	220.430908	+12.081878	14414341+1204547 	15.194	 0.047	14.829	 0.080	14.725	 0.082	AAA	222	111	ccc	0	0
0.164291	220.65263500	+12.09381700	220.652635	+12.093817	14423663+1205377 	14.514	 0.030	14.146	 0.043	13.974	 0.063	AAA	222	111	000	0	0
0.164343	220.70991600	+12.01056300	220.709916	+12.010563	14425037+1200380 	16.291	 0.140	16.266	      	16.249	      	BUU	200	100	000	0	0
0.164359	220.49037600	+11.81068800	220.490376	+11.810688	14415769+1148384 	12.279	 0.024	11.787	 0.022	11.698	 0.023	AAA	222	111	000	0	0
0.164709	220.53960700	+11.80040400	220.539607	+11.800404	14420950+1148014 	16.418	 0.178	15.470	      	14.801	      	CUU	200	200	c00	0	0
0.164913	220.38182800	+11.94041300	220.381828	+11.940413	14413163+1156254 	15.919	 0.071	15.651	 0.159	15.575	 0.218	ACD	222	111	000	0	0
0.165721	220.70708800	+11.90659000	220.707088	+11.906590	14424970+1154237 	16.545	 0.121	16.050	      	15.282	      	BUU	200	100	000	0	0
0.166657	220.38215800	+11.92909100	220.382158	+11.929091	14413171+1155447 	15.624	 0.156	15.050	 0.146	13.888	      	CBU	220	110	000	0	0
0.166859	220.38212400	+11.92830700	220.382124	+11.928307	14413170+1155419 	14.930	      	14.307	      	15.073	 0.215	UUC	002	001	000	0	0
0.166956	220.43183100	+11.84308200	220.431831	+11.843082	14414363+1150350 	16.412	 0.152	15.528	 0.143	15.307	      	BBU	220	110	000	0	0
0.167445	220.71940500	+11.95522000	220.719405	+11.955220	14425265+1157187 	16.422	 0.147	15.731	 0.204	14.829	      	BCU	220	110	000	0	0
0.169333	220.71840900	+11.99741400	220.718409	+11.997414	14425241+1159506 	15.320	 0.053	14.596	 0.070	14.583	 0.123	AAB	222	111	000	0	0
0.170418	220.41938000	+11.85054500	220.419380	+11.850545	14414065+1151019 	14.648	 0.048	14.306	 0.045	14.187	 0.082	AAA	222	111	000	0	0
0.170581	220.71573700	+12.01331900	220.715737	+12.013319	14425177+1200479 	15.984	 0.142	15.201	 0.176	14.642	 0.140	BCB	222	111	000	0	0
0.170787	220.70563200	+12.03940900	220.705632	+12.039409	14424935+1202218 	16.167	 0.157	15.359	 0.160	15.018	 0.203	CCC	222	111	000	0	0
0.171700	220.41166100	+11.85743000	220.411661	+11.857430	14413879+1151267 	15.973	      	15.793	 0.186	14.712	      	UCU	020	010	000	0	0
0.172342	220.41218900	+12.07405600	220.412189	+12.074056	14413892+1204266 	15.897	 0.086	15.217	 0.097	15.010	 0.107	AAB	222	111	00c	0	0
0.172637	220.69146400	+12.06616700	220.691464	+12.066167	14424595+1203582 	15.342	 0.053	14.856	 0.073	14.551	 0.092	AAA	222	111	000	0	0
0.174176	220.42411600	+12.08950300	220.424116	+12.089503	14414178+1205222 	14.313	      	15.330	 0.237	13.919	      	UDU	020	010	0c0	0	0
0.174310	220.72140800	+12.00714200	220.721408	+12.007142	14425313+1200257 	16.797	 0.145	15.950	 0.170	16.674	      	BCU	220	110	000	0	0
0.174658	220.63458000	+12.11792700	220.634580	+12.117927	14423229+1207045 	13.880	 0.029	13.437	 0.035	13.360	 0.042	AAA	222	111	000	0	0
0.174907	220.37128500	+11.98789200	220.371285	+11.987892	14412910+1159164 	15.358	 0.045	14.959	 0.078	14.850	 0.113	AAB	222	111	000	0	0
0.175517	220.54355800	+12.14033100	220.543558	+12.140331	14421045+1208251 	15.482	 0.054	14.814	 0.069	14.819	 0.118	AAB	222	111	000	0	0
0.175530	220.54927200	+11.78935300	220.549272	+11.789353	14421182+1147216 	15.424	 0.065	14.773	 0.091	14.520	 0.127	AAB	222	111	000	0	0
0.175814	220.50984300	+12.13657700	220.509843	+12.136577	14420236+1208116 	13.478	 0.023	12.845	 0.023	12.647	 0.028	AAA	222	111	000	0	0
0.176630	220.40579800	+12.07309100	220.405798	+12.073091	14413739+1204231 	16.034	 0.091	15.179	 0.098	14.902	 0.092	AAA	222	111	000	0	0
0.177101	220.72951800	+11.96097600	220.729518	+11.960976	14425508+1157395 	15.198	 0.045	14.945	 0.089	15.035	 0.189	AAC	222	111	000	0	0
0.177718	220.64617300	+12.11476300	220.646173	+12.114763	14423508+1206531 	15.519	 0.053	15.331	 0.105	15.439	 0.198	AAC	222	111	000	0	0
0.177855	220.42151300	+11.83766000	220.421513	+11.837660	14414116+1150155 	15.457	 0.074	14.955	 0.088	14.750	 0.154	AAB	222	111	000	0	0
0.178114	220.70785100	+12.05113800	220.707851	+12.051138	14424988+1203040 	15.439	 0.065	15.211	 0.124	14.957	 0.170	ABC	222	111	000	0	0
0.178395	220.37070700	+11.92540600	220.370707	+11.925406	14412896+1155314 	16.783	 0.171	15.930	 0.173	16.288	      	CCU	220	110	000	0	0
0.178571	220.38450300	+11.88657600	220.384503	+11.886576	14413228+1153116 	16.437	 0.118	15.859	 0.178	15.655	 0.229	BCD	222	111	000	0	0
0.178770	220.57536500	+12.14171500	220.575365	+12.141715	14421808+1208301 	15.124	 0.042	14.577	      	14.321	      	AUU	266	200	c00	0	0
0.179163	220.72992400	+11.98962900	220.729924	+11.989629	14425518+1159226 	12.080	 0.026	11.653	 0.027	11.550	 0.026	AAA	222	111	000	0	0
0.179179	220.50117200	+11.79180000	220.501172	+11.791800	14420028+1147304 	14.152	 0.030	13.812	 0.047	13.797	 0.054	AAA	222	111	000	0	0
0.179276	220.37249700	+12.01477800	220.372497	+12.014778	14412939+1200532 	14.198	 0.033	13.960	 0.036	13.885	 0.053	AAA	222	111	000	0	0
0.179944	220.42063000	+12.09423400	220.420630	+12.094234	14414095+1205392 	 5.539	 0.030	 4.717	 0.031	 4.332	 0.018	AAE	111	111	000	0	0
0.179946	220.72880500	+12.00069000	220.728805	+12.000690	14425491+1200024 	15.621	 0.079	15.144	 0.127	14.972	 0.174	ABC	222	111	000	0	0
0.179965	220.39139100	+12.05850000	220.391391	+12.058500	14413393+1203306 	16.527	 0.116	16.105	 0.206	15.624	 0.224	BCD	222	111	000	0	0
0.180020	220.43603300	+12.10736700	220.436033	+12.107367	14414464+1206265 	15.799	 0.072	15.296	 0.101	15.152	 0.120	AAB	222	111	c0c	0	0
0.180079	220.67892900	+12.09201600	220.678929	+12.092016	14424294+1205312 	16.191	 0.099	15.470	 0.116	15.354	 0.196	ABC	222	111	000	0	0
0.180125	220.61146000	+12.13416700	220.611460	+12.134167	14422675+1208030 	13.803	 0.025	13.481	 0.028	13.429	 0.040	AAA	222	111	000	0	0
0.181262	220.68539000	+11.84272500	220.685390	+11.842725	14424449+1150338 	16.030	 0.114	15.702	 0.181	14.983	      	BCU	220	110	000	0	0
0.181717	220.72515400	+11.90867300	220.725154	+11.908673	14425403+1154312 	16.485	 0.118	15.865	 0.169	15.659	 0.258	BCD	222	111	000	0	0
0.182561	220.64995000	+12.11814700	220.649950	+12.118147	14423598+1207053 	16.850	 0.160	16.317	 0.238	15.496	 0.212	CDC	222	111	000	0	0
0.182860	220.36255200	+11.98329300	220.362552	+11.983293	14412701+1158598 	14.980	 0.040	14.365	 0.047	14.161	 0.070	AAA	222	111	000	0	0
0.183086	220.68461600	+11.83922800	220.684616	+11.839228	14424430+1150212 	13.740	 0.026	13.118	 0.033	12.924	 0.035	AAA	222	111	000	0	0
0.183283	220.69296000	+12.08166200	220.692960	+12.081662	14424631+1204539 	16.414	 0.109	15.987	 0.182	15.370	 0.185	ACC	222	111	000	0	0
0.183367	220.37803100	+12.04111100	220.378031	+12.041111	14413072+1202279 	14.168	 0.036	13.576	 0.030	13.365	 0.031	AAA	222	111	000	0	0
0.183376	220.59481900	+12.14258200	220.594819	+12.142582	14422275+1208332 	16.480	 0.121	15.849	      	15.638	 0.233	BUD	202	101	000	0	0
0.184279	220.41644400	+12.09629700	220.416444	+12.096297	14413994+1205466 	13.362	      	12.630	      	13.829	 0.273	UUD	002	001	00c	0	0
0.184316	220.49222500	+11.78899400	220.492225	+11.788994	14415813+1147203 	15.432	 0.071	15.026	 0.124	14.998	 0.164	ABC	222	111	000	0	0
0.184536	220.40188600	+12.08099400	220.401886	+12.080994	14413645+1204515 	12.841	 0.025	12.516	 0.031	12.428	 0.026	AAA	222	111	000	0	0
0.184845	220.73279700	+11.92404600	220.732797	+11.924046	14425587+1155265 	16.281	 0.131	15.843	 0.196	14.986	      	BCU	220	110	000	0	0
0.184992	220.43830300	+12.11521700	220.438303	+12.115217	14414519+1206547 	16.222	 0.108	15.586	 0.134	15.093	 0.116	ABB	222	111	000	0	0
0.185109	220.42941700	+11.82107600	220.429417	+11.821076	14414306+1149158 	16.480	 0.161	16.283	      	15.443	 0.246	CUD	202	101	000	0	0
0.185707	220.44531800	+11.80904100	220.445318	+11.809041	14414687+1148325 	16.750	 0.211	15.949	 0.221	15.559	 0.253	CDD	222	111	000	0	0
0.185821	220.58678300	+11.78287000	220.586783	+11.782870	14422082+1146583 	15.506	 0.075	15.045	 0.111	15.023	 0.194	ABC	222	111	000	0	0
0.186579	220.35967300	+11.93891300	220.359673	+11.938913	14412632+1156200 	14.599	 0.035	13.949	 0.046	13.692	 0.041	AAA	222	111	000	0	0
0.186644	220.52906100	+11.77921300	220.529061	+11.779213	14420697+1146451 	16.316	 0.118	15.484	 0.139	16.346	      	BBU	220	110	000	0	0
0.186716	220.41390600	+12.09727000	220.413906	+12.097270	14413933+1205501 	16.359	 0.175	14.664	      	14.249	      	CUU	200	100	c00	0	0
0.186887	220.73024900	+11.90728600	220.730249	+11.907286	14425525+1154262 	16.559	 0.120	16.566	      	15.924	      	BUU	200	100	000	0	0
0.187383	220.72273200	+12.04284800	220.722732	+12.042848	14425345+1202342 	16.437	 0.148	15.753	 0.197	15.199	      	BCU	220	110	000	0	0
0.187947	220.72984500	+12.02708200	220.729845	+12.027082	14425516+1201374 	16.564	 0.165	15.655	 0.189	15.560	 0.279	CCD	222	111	000	0	0
0.188918	220.72788500	+11.89490900	220.727885	+11.894909	14425469+1153416 	13.489	 0.024	12.802	 0.027	12.671	 0.029	AAA	222	111	000	0	0
0.188951	220.65803500	+12.12055200	220.658035	+12.120552	14423792+1207139 	15.680	 0.066	15.282	 0.092	15.522	 0.217	AAC	222	111	000	0	0
0.189069	220.72046700	+12.05127800	220.720467	+12.051278	14425291+1203046 	16.807	 0.157	16.316	 0.223	15.591	      	CDU	220	110	000	0	0
0.189743	220.49341000	+12.14680700	220.493410	+12.146807	14415841+1208485 	16.260	 0.112	15.532	 0.126	14.700	 0.091	BBA	222	111	000	0	0
0.190153	220.36330700	+12.02260700	220.363307	+12.022607	14412719+1201213 	13.984	 0.032	13.398	 0.028	13.326	 0.035	AAA	222	111	0s0	0	0
0.190375	220.68379800	+11.82805000	220.683798	+11.828050	14424411+1149409 	15.812	 0.090	15.605	 0.161	15.851	      	ACU	220	110	000	0	0
0.190524	220.73826700	+11.92197400	220.738267	+11.921974	14425718+1155191 	16.773	 0.149	16.107	 0.200	16.489	      	BCU	220	110	000	0	0
0.190677	220.73437100	+11.90745200	220.734371	+11.907452	14425624+1154268 	14.117	 0.029	13.677	 0.042	13.538	 0.059	AAA	222	111	000	0	0
0.191141	220.52815300	+12.15498100	220.528153	+12.154981	14420675+1209179 	15.028	 0.042	14.648	 0.055	14.574	 0.098	AAA	222	111	000	0	0
0.191899	220.37500300	+12.05442200	220.375003	+12.054422	14413000+1203159 	16.373	 0.101	16.126	 0.206	14.834	      	ACU	220	110	000	0	0
0.192498	220.35337200	+11.94033800	220.353372	+11.940338	14412480+1156252 	16.760	 0.164	16.216	 0.225	15.318	      	CDU	220	110	000	0	0
0.192712	220.40015700	+11.83815400	220.400157	+11.838154	14413603+1150173 	16.553	 0.130	16.248	 0.260	15.577	      	BDU	220	110	000	0	0
0.194865	220.60016400	+12.15309100	220.600164	+12.153091	14422403+1209111 	15.619	 0.059	15.161	 0.087	14.871	 0.120	AAB	222	111	000	0	0
0.195513	220.35784200	+12.02348000	220.357842	+12.023480	14412588+1201245 	16.209	 0.106	15.808	 0.159	15.516	 0.216	ACC	222	111	sss	0	0
0.196673	220.60248100	+11.77542800	220.602481	+11.775428	14422459+1146315 	12.770	 0.023	12.487	 0.021	12.387	 0.029	AAA	222	111	000	0	0
0.197213	220.38125200	+11.85486800	220.381252	+11.854868	14413150+1151175 	14.891	 0.035	14.219	 0.046	14.288	 0.069	AAA	222	111	000	0	0
0.197225	220.75009100	+11.96904400	220.750091	+11.969044	14430002+1158085 	16.248	 0.140	15.036	      	14.992	 0.189	BUC	202	101	000	0	0
0.197386	220.74391400	+11.91568500	220.743914	+11.915685	14425853+1154564 	15.375	 0.062	14.493	 0.090	14.601	 0.127	AAB	222	111	000	0	0
0.197393	220.34707300	+11.95384700	220.347073	+11.953847	14412329+1157138 	16.719	 0.141	16.118	 0.219	15.826	 0.270	BDD	222	111	000	0	0
0.197536	220.45430500	+12.13960800	220.454305	+12.139608	14414903+1208225 	14.488	 0.034	13.936	 0.050	13.723	 0.046	AAA	222	111	000	0	0
0.197768	220.56585800	+12.16192200	220.565858	+12.161922	14421580+1209429 	13.288	 0.023	13.017	 0.026	12.977	 0.031	AAA	222	111	000	0	0
0.197995	220.63398800	+12.14437400	220.633988	+12.144374	14423215+1208397 	15.389	 0.051	14.890	 0.070	14.580	 0.104	AAA	222	111	000	0	0
0.198124	220.35176600	+11.91803600	220.351766	+11.918036	14412442+1155049 	16.575	 0.136	16.709	      	17.079	      	BUU	200	100	000	0	0
0.198729	220.72561000	+12.06232000	220.725610	+12.062320	14425414+1203443 	14.512	 0.030	14.008	 0.041	13.837	 0.053	AAA	222	111	000	0	0
0.199151	220.61684000	+12.15249400	220.616840	+12.152494	14422804+1209089 	13.761	 0.025	13.336	 0.031	13.369	 0.040	AAA	222	111	000	0	0
0.199947	220.36130700	+11.88473700	220.361307	+11.884737	14412671+1153050 	16.543	 0.125	15.613	 0.136	15.168	 0.150	BBB	222	111	000	0	0
0.201834	220.34310500	+11.98370300	220.343105	+11.983703	14412234+1159013 	 9.516	 0.024	 9.011	 0.025	 8.931	 0.021	AAA	222	111	000	0	0
0.202620	220.34489900	+11.92792000	220.344899	+11.927920	14412277+1155405 	14.626	 0.033	14.148	 0.043	14.152	 0.059	AAA	222	111	000	0	0
0.204361	220.70123100	+12.10437900	220.701231	+12.104379	14424829+1206157 	16.639	 0.136	15.618	      	15.651	 0.240	BUD	202	101	000	0	0
0.205130	220.49442600	+12.16307100	220.494426	+12.163071	14415866+1209470 	15.492	 0.059	14.968	 0.085	14.644	 0.086	AAA	222	111	000	0	0
0.205302	220.71647200	+11.84181900	220.716472	+11.841819	14425195+1150305 	15.130	 0.049	14.758	 0.076	14.771	 0.137	AAB	222	111	000	0	0
0.205625	220.50631100	+11.76345000	220.506311	+11.763450	14420151+1145484 	15.952	 0.097	15.341	 0.119	14.882	 0.145	ABB	222	111	000	0	0
0.205899	220.74126100	+12.04768500	220.741261	+12.047685	14425790+1202516 	13.909	 0.027	13.246	 0.036	13.082	 0.038	AAA	222	111	000	0	0
0.206228	220.44677400	+11.78428800	220.446774	+11.784288	14414722+1147034 	15.648	 0.092	15.163	 0.110	14.612	 0.122	ABB	222	111	000	0	0
0.206566	220.48450600	+12.16173100	220.484506	+12.161731	14415628+1209422 	15.780	 0.073	15.062	 0.081	14.924	 0.100	AAA	222	111	000	0	0
0.206661	220.39395900	+12.10579100	220.393959	+12.105791	14413455+1206208 	16.774	 0.152	16.266	      	16.337	      	BUU	200	100	000	0	0
0.206788	220.34087900	+12.00363100	220.340879	+12.003631	14412181+1200130 	16.373	 0.115	15.547	 0.132	15.798	 0.251	BBD	222	111	000	0	0
0.206949	220.75941500	+11.94863200	220.759415	+11.948632	14430225+1156550 	14.708	 0.039	14.422	 0.067	14.338	 0.091	AAA	222	111	000	0	0
0.207139	220.76013700	+11.95765700	220.760137	+11.957657	14430243+1157275 	13.124	 0.022	12.825	 0.029	12.770	 0.032	AAA	222	111	000	0	0
0.207516	220.65742600	+12.14298800	220.657426	+12.142988	14423778+1208347 	11.990	 0.021	11.636	 0.022	11.587	 0.022	AAA	222	111	000	0	0
0.208862	220.72296200	+12.08537000	220.722962	+12.085370	14425351+1205073 	16.868	 0.156	16.214	 0.213	15.626	 0.230	CDD	222	111	000	0	0
0.209995	220.70656800	+11.82281500	220.706568	+11.822815	14424957+1149221 	14.470	 0.027	13.827	 0.050	13.703	 0.058	AAA	222	111	000	0	0
0.210484	220.64442200	+12.15332100	220.644422	+12.153321	14423466+1209119 	16.651	 0.141	16.220	 0.220	15.674	      	BDU	220	110	000	0	0
0.210502	220.40953300	+11.80422500	220.409533	+11.804225	14413828+1148152 	16.608	 0.153	15.924	 0.173	15.666	 0.220	BCD	222	111	000	0	0
0.210610	220.67564000	+11.79492800	220.675640	+11.794928	14424215+1147417 	16.638	 0.186	15.547	 0.159	15.190	      	CCU	220	110	000	0	0
0.210817	220.72129700	+11.83892600	220.721297	+11.838926	14425311+1150201 	16.271	 0.124	15.518	 0.146	15.231	      	BBU	220	110	000	0	0
0.211176	220.65519200	+12.14849800	220.655192	+12.148498	14423724+1208545 	13.138	 0.023	12.821	 0.026	12.773	 0.031	AAA	222	111	000	0	0
0.211238	220.35028300	+12.04867100	220.350283	+12.048671	14412406+1202552 	16.712	 0.140	15.961	 0.179	15.541	 0.182	CCC	222	111	000	0	0
